aba: 阿爸
bangonglou: 办公楼
bangongshi: 办公室
bangongting: 办公厅
bangongzhuo: 办公桌
banshishi: 办实事
banshichu: 办事处
banshiyuan: 办事员
banbeizi: 半辈子
banbiantian: 半边天
banchengpin: 半成品
bandaoti: 半导体
banfengjian: 半封建
banjuesai: 半决赛
bantuochan: 半脱产
banwenmang: 半文盲
banyuekan: 半月刊
banyuetan: 半月谈
banzidong: 半自动
banjiaoshi: 绊脚石
baoganzhi: 包干制
baogongdui: 包工队
baozhuangfei: 包装费
baozhuangxiang: 包装箱
baozinang: 孢子囊
baochizhe: 保持者
baochizhao: 保持着
baocunqi: 保存期
baoguanyuan: 保管员
baohuceng: 保护层
baohuguo: 保护国
baohuqu: 保护区
baohuren: 保护人
baohuwang: 保护网
baolingqiu: 保龄球
baomisuo: 保密锁
baoshoudang: 保守党
baoshoupai: 保守派
baoshuiqu: 保税区
baoweike: 保卫科
baoweizhe: 保卫者
baowenping: 保温瓶
baoxiandan: 保险单
baoxianfei: 保险费
baoxiangui: 保险柜
baoxianjin: 保险金
baoxianqi: 保险期
baoxianye: 保险业
baoxiuqi: 保修期
baoyuyuan: 保育员、保育院
baozhengjin: 保证金
baozhengshu: 保证书
baodaoshuo: 报道说
baofuxing: 报复性
baogaohui: 报告会
baogaotuan: 报告团
baowuyuan: 报务员
baofahu: 暴发户
baofengxue: 暴风雪
baofengyu: 暴风雨
baolengmen: 爆冷门
baozhaxing: 爆炸性
beibingyang: 北冰洋
beidaihe: 北戴河
beijiguang: 北极光
beijiquan: 北极圈
beijixing: 北极星
beijingren: 北京人
beijingshi: 北京市
beijingzhan: 北京站
beiwanglu: 备忘录
beiyongjin: 备用金
beibaofu: 背包袱
beidili: 背地里
beiduibei: 背对背
beiboxue: 被剥削
beichengwei: 被称为
beichengzuo: 被称作
beichengshu: 被乘数
beichushu: 被除数
beigaoren: 被告人
beijiashu: 被加数
beijianshu: 被减数
beijiechi: 被劫持
beipingwei: 被评为
beiyapo: 被压迫
beiyuwei: 被誉为
benbaoxun: 本报讯
benbumen: 本部门
bendanwei: 本单位
bendiqu: 本地区
benkesheng: 本科生
benniandu: 本年度
benshiji: 本世纪
benxitong: 本系统
benzhuanye: 本专业
benjiasuan: 苯甲酸
benyixi: 苯乙烯
bideshang: 比得上
bijiaohao: 比较好
bilishi: 比利时
bilichi: 比例尺
birushuo: 比如说
bidebao: 彼得堡
biganzi: 笔杆子
bijiben: 笔记本
biranxing: 必然性
bixiuke: 必修课
bixupin: 必须品、必需品
bixuyou: 必须有
biyaode: 必要的
biyaoshi: 必要时
biyaoxing: 必要性
biyeban: 毕业班
biyesheng: 毕业生
bimengeng: 闭门羹
bimuci: 闭幕词
bimushi: 闭幕式
bifenggang: 避风港
bileizhen: 避雷针
bimianle: 避免了
binansuo: 避难所
biyunyao: 避孕药
bianfengxian: 边锋线
bianjiexian: 边界线
bianxianqiu: 边线球
bianjibu: 编辑部
bianweihui: 编委会
bianzhean: 编者按
bianxishi: 便携式
biandiansuo: 变电所
biandianzhan: 变电站
bianyaqi: 变压器
bianhuren: 辩护人
bianzhengfa: 辩证法
biaoyupai: 标语牌
biaozhizhao: 标志着
biaozhunhua: 标准化
biaozhunjian: 标准件
biaojuequan: 表决权
biaomianhua: 表面化
biaomianji: 表面积
biaomianxing: 表面性
biaotuceng: 表土层
biaoxianchu: 表现出
biaoxianli: 表现力
biaoxiongdi: 表兄弟
biaozhanghui: 表彰会
bingcusuan: 冰醋酸
bingguner: 冰棍儿
binggongchang: 兵工厂
bingyifa: 兵役法
bingxisuan: 丙烯酸
bingxianan: 丙酰胺
bingbuneng: 并不能
bingbushi: 并不是
bingfazheng: 并发症
bingmeiyou: 并没有
bingchonghai: 病虫害
bingyuanjun: 病原菌
bingyuanti: 病原体
boshidun: 波士顿
boliban: 玻璃板
bolibei: 玻璃杯
bolichuang: 玻璃窗
bolifen: 玻璃粉
boligang: 玻璃钢
boliping: 玻璃瓶
bolisi: 玻璃丝
boliti: 玻璃体
boliwa: 玻璃瓦
bolizhi: 玻璃纸
boxuezhe: 剥削者
boyinyuan: 播音员
bozhongqi: 播种期
bolanhui: 博览会
boshisheng: 博士生
bowuguan: 博物馆
bowuyuan: 博物院
bohaiwan: 渤海湾
bogangban: 薄钢板
buchangfei: 补偿费
butiefei: 补贴费
buzhufei: 补助费
buzhujin: 补助金
buhuoliang: 捕获量
bubiyao: 不必要
bubiyin: 不必因
buchengzhi: 不称职
budaode: 不道德
budebu: 不得不
budele: 不得了
budeyi: 不得已
budengshi: 不等式
budengyu: 不等于
budiyu: 不低于
budingqi: 不定期
budongchan: 不动产
buduojian: 不多见
bufada: 不发达
bufuqi: 不服气
bufushu: 不服输
bufuhe: 不符合
buganxin: 不甘心
bugandang: 不敢当
buguize: 不规则
buguoguan: 不过关
buguoshi: 不过是
buhefa: 不合法
buhege: 不合格
buheli: 不合理
bujige: 不及格
bujiyu: 不急于
bujitian: 不几天
bujianduan: 不间断
bujiandan: 不简单
bujiande: 不见得
bujiemeng: 不结盟
bujinjin: 不仅仅
bujinran: 不尽然
bujingji: 不经济
bujingqi: 不景气
bujiuqian: 不久前
bukexue: 不科学
bukebu: 不可不
bukeneng: 不可能
bukeqi: 不客气
bulaiwang: 不来往
buliyu: 不利于
bulejie: 不了解
bunengbu: 不能不
bupingdeng: 不平等
bupingheng: 不平衡
burongxu: 不容许
bushaoren: 不少人
bushengju: 不胜举
bushiwei: 不失为
bushiying: 不适应
bushufu: 不舒服
butingxi: 不停息
butongyi: 不同意
butongyu: 不同于
buwaihu: 不外乎
buwanquan: 不完全
buwending: 不稳定
buxiangcheng: 不相称
buxianggan: 不相干
buxiangrong: 不相容
buxingle: 不行了
buxiugang: 不锈钢
buxuyao: 不需要
buyayu: 不亚于
buyanwu: 不延误
buyaojin: 不要紧
buyiding: 不一定
buyiyang: 不一样
buyinggai: 不应该
buyongshuo: 不用说
buyoude: 不由得
buyukuai: 不愉快
buzaihu: 不在乎
buzhidao: 不知道
buzhide: 不值得
buzhiyu: 不至于
bushuyu: 不属于
buzizai: 不自在
bubingshi: 步兵师
buchangji: 部长级
bujiguan: 部机关
cailiaochang: 材料厂
cailiaofei: 材料费
caichanquan: 财产权
caishenye: 财神爷
caiwuchu: 财务处
caiwuke: 财务科
caizhengbu: 财政部
caizhengju: 财政局
caizhengting: 财政厅
caipanyuan: 裁判员
caigouyuan: 采购员
caikuangye: 采矿业
caishichang: 采石场、菜市场
cailanzi: 菜篮子
canguantuan: 参观团
canjiazhe: 参加者
cankaoshu: 参考书
canmouchang: 参谋长
cansaizhe: 参赛者
canyiyuan: 参议员、参议院
canyuzhe: 参与者
canzhaowu: 参照物
canjiren: 残疾人
caozonggan: 操纵杆
caozongzhe: 操纵者
caozuotai: 操作台
caozuoyuan: 操作员
cezhongdian: 侧重点
cezhongyu: 侧重于
ceshiyi: 测试仪
cehuazhe: 策划者
celvexing: 策略性
ceyuandi: 策源地
chayangji: 插秧机
chahaotai: 查号台
chaxunhao: 查询号
chazifa: 查字法
chahuahui: 茶话会
chabuduo: 差不多
chadianer: 差点儿
chaiyouji: 柴油机
chanchulv: 产出率
changongxiao: 产供销
chanliangqu: 产粮区
chanxiaoliang: 产销量
chanyehua: 产业化
chanyejie: 产业界
chanyouguo: 产油国
changanjie: 长安街
changchangde: 长长的
changchunshi: 长春市
changfangti: 长方体
changfangxing: 长方形
changjuli: 长距离
changqihua: 长期化
changqixing: 长期性
changshashi: 长沙市
changshijian: 长时间
changshiqi: 长时期
changyizhi: 长一智
changgengzu: 肠梗阻
changjianbing: 常见病
changweihui: 常委会
changyongzi: 常用字
changxiaohuo: 畅销货
changxiaopin: 畅销品
changxiaoshu: 畅销书
changdaozhe: 倡导者
changyishu: 倡议书
changfandiao: 唱反调
changgaodiao: 唱高调
changzhujiao: 唱主角
chaobiaozhun: 超标准
chaodaxing: 超大型
chaodaoti: 超导体
chaoduanbo: 超短波
chaofuhe: 超负荷
chaogaopin: 超高频
chaogaoya: 超高压
chaojieji: 超阶级
chaoshengbo: 超声波
chaoshuiping: 超水平
chaowaicha: 超外差
chaoxiaofei: 超消费
chaoxiaoxing: 超小型
chaoxinxing: 超新星
chaoyinsu: 超音速
chaoziran: 超自然
zhaoyangqu: 朝阳区
chechuanfei: 车船费
chelvfei: 车旅费
chelunzi: 车轮子
chehoutui: 扯后腿
chendiandian: 沉甸甸
chendianfa: 沉淀法
chenjiwu: 沉积物
chenzuiyu: 沉醉于
chenliepin: 陈列品
chenlieshi: 陈列室
chengdeshang: 称得上
chengzhiwei: 称之为
chenggantiao: 撑杆跳
chengmenmian: 撑门面
chengdushi: 成都市
chenggonglv: 成功率
chenghuolv: 成活率
chengjidan: 成绩单
chengjiaoe: 成交额
chengjiaoliang: 成交量
chengnianren: 成年人
chengpinlv: 成品率
chengqihou: 成气侯
chengwenti: 成问题
chengyuanguo: 成员国
chengzhengbi: 成正比
chengxianchu: 呈现出
chengbanren: 承办人
chengbaoren: 承包人
chengbaoshang: 承包商
chengbaozhe: 承包者
chengbaozhi: 承包制
chengshouli: 承受力
chengyashui: 承压水
chengyunren: 承运人
chengzuren: 承租人
chengjianju: 城建局
chengwuyuan: 乘务员
chengxubao: 程序包
chibukai: 吃不开
chibuxiao: 吃不消
chihefeng: 吃喝风
chilaoben: 吃老本
chixianfan: 吃闲饭
chiyiqian: 吃一堑
chijiuzhan: 持久战
chixuxing: 持续性
chiluoluo: 赤裸裸
chimeibing: 赤霉病
chitiekuang: 赤铁矿
chongqiliang: 充其量
chongfengqiang: 冲锋枪
chongjibo: 冲击波
chongwenqu: 崇文区
choubeizu: 筹备组
chouweihui: 筹委会
chubanjie: 出版界
chubanshang: 出版商
chubanshe: 出版社
chubanwu: 出版物
chubanye: 出版业
chuchazi: 出岔子
chufadian: 出发点
chufengtou: 出风头
chukoue: 出口额
chukouguo: 出口国
chukouliang: 出口量
chukoushang: 出口商
chuluanzi: 出乱子
chumiaolv: 出苗率
chuqinlv: 出勤率
churujing: 出入境
churukou: 出入口
churuzheng: 出入证
chushenglv: 出生率
chushuiguan: 出水管
chuwenti: 出问题
chuxiren: 出席人
chuxianzai: 出现在
chuzhuyi: 出主意
chuziyu: 出自于
chuzuche: 出租车
chubude: 初步的
chujiban: 初级班
chujiagong: 初加工
chuzhongsheng: 初中生
chucaoji: 除草剂
chuyouji: 除莠剂
chubeiliang: 储备粮、储备量
chudianliang: 储电量
chuxusuo: 储蓄所
chuyouguan: 储油罐
chuwashen: 楚瓦什
chuliji: 处理机
chulipin: 处理品
chunvdi: 处女地
chufaqi: 触发器
chuankongji: 穿孔机
chuanbangdai: 传帮带
chuandashi: 传达室
chuandongbi: 传动比
chuandongzhou: 传动轴
chuanganqi: 传感器
chuanhuji: 传呼机
chuanjiabao: 传家宝
chuanjiaoshi: 传教士
chuanranbing: 传染病
chuanranxing: 传染性
chuanrexue: 传热学
chuanzhenji: 传真机
chuanbinglian: 串并联
chuangbanren: 创办人
chuanghuie: 创汇额
chuangjilu: 创纪录
chuanglishui: 创利税
chuangshiren: 创始人
chuangyeshi: 创业史
chuangyezhe: 创业者
chuangyiliu: 创一流
chuangzaochu: 创造出
chuangzaoli: 创造力
chuangzaoxing: 创造性
chuangzaoxue: 创造学
chuangzaozhe: 创造者
chuishiyuan: 炊事员
chunxiaomai: 春小麦
chunlirun: 纯利润
chunshouru: 纯收入
chunxiaoshu: 纯小数
chunyangmao: 纯羊毛
chunzhongwen: 纯中文
cidaiji: 磁带机
ciganying: 磁感应
cihuashui: 磁化水
cijilu: 磁记录
cilixian: 磁力线
ciliuti: 磁流体
citiekuang: 磁铁矿
citongliang: 磁通量
cixiaoying: 磁效应
cizhiwai: 此之外
cilvsuan: 次氯酸
cijixing: 刺激性
cuxiantiao: 粗线条
cuzhifang: 粗脂肪
cujinhui: 促进会
cujinpai: 促进派
cushengchan: 促生产
cuiganji: 催干剂
cuihuaji: 催化剂
cunganbu: 村干部
cunchuqi: 存储器
cunhuolv: 存活率
cunkuane: 存款额
cunzaizhao: 存在着
cunzhuqu: 存贮区
dawoer: 达斡尔
dabaopiao: 打保票
dadianbao: 打电报
dadianhua: 打电话
daguansi: 打官司
dahaha: 打哈哈
dahuoji: 打火机
dajichu: 打基础
dajiaodao: 打交道
dajingdui: 打井队
dapuke: 打扑克
datouzhen: 打头阵
dayinji: 打印机
dayintou: 打印头
dazhaohu: 打招呼
dazhekou: 打折扣
dazhuyi: 打主意
daziji: 打字机
dabagong: 大罢工
dabaogan: 大包干
dabenying: 大本营
dabingtuan: 大兵团
dabule: 大不了
dabufen: 大部分
dacaoyuan: 大草原
dachengshi: 大城市
dadade: 大大的
dadaoli: 大道理
dadeduo: 大得多
dadongmai: 大动脉
daduoshu: 大多数
dafazhan: 大发展
dafeiyue: 大飞跃
dafenzi: 大分子
dafudu: 大幅度
dageming: 大革命
dagongye: 大工业
dagongbao: 大公报
dagonglv: 大功率
daguimo: 大规模
daguofan: 大锅饭
dahaoshi: 大好事
dahuihuan: 大回环
dahuishang: 大会上
dahuitang: 大会堂
dahuoer: 大伙儿
dajiti: 大集体
dajiating: 大家庭
dajiancha: 大检查
dajiangsai: 大奖赛
dalaocu: 大老粗
dalishi: 大理石
damianji: 大面积
damuzhi: 大拇指
danaoyan: 大脑炎
danongye: 大农业
dapiliang: 大批量
daqiceng: 大气层
daqihou: 大气候
daqiya: 大气压
daqianti: 大前提
dasaochu: 大扫除
dashaoye: 大少爷
dashener: 大婶儿
dashengchan: 大生产
dashengchu: 大牲畜
dashifu: 大师傅
dashiguan: 大使馆
dashichang: 大市场
dashiji: 大事记
databu: 大踏步
datishang: 大体上
datuanjie: 大团结
dawenti: 大问题
dawuwei: 大无畏
daxibei: 大西北
daxiyang: 大西洋
daxishi: 大喜事
daxiangmu: 大项目
daxiezuo: 大协作
daxiongmao: 大熊猫
daxiuli: 大修理
daxuesheng: 大学生
daxunhuan: 大循环
dayangzhou: 大洋洲
dayuejin: 大跃进
dazhongxiao: 大中小
dazhongxing: 大中型
dazhonghua: 大众化
dazhuansheng: 大专生
dazibao: 大字报
daziran: 大自然
daibanchu: 代办处
daibansuo: 代办所
daibiaochu: 代表处
daibiaodui: 代表队
daibiaohui: 代表会
daibiaotuan: 代表团
daibiaoxing: 代表性
daibiaozuo: 代表作
dailiren: 代理人
daimingci: 代名词
daishuhe: 代数和
daishushi: 代数式
daishuxue: 代数学
daiyanren: 代言人
daiyongpin: 代用品
daifenshu: 带分数
daitouren: 带头人
danbanji: 单板机
danfangmian: 单方面
danjinggui: 单晶硅
danjingti: 单晶体
dankelong: 单克隆
danshenhan: 单身汉
danxibao: 单细胞
danxiangjiang: 单项奖
danxiangshi: 单项式
danfengxian: 担风险
danzeren: 担责任
danguchun: 胆固醇
danxianzai: 但现在
danhuaji: 弹花机
danhuangcheng: 弹簧秤
danhuanggang: 弹簧钢
danhuangmen: 弹簧门
danxingti: 弹性体
danbaimei: 蛋白酶
danbaizhi: 蛋白质
danzhipin: 蛋制品
dangdiren: 当地人
dangjiaren: 当家人
dangquanpai: 当权派
dangquanzhe: 当权者
dangshiren: 当事人
dangjianpai: 挡箭牌
dangdaibiao: 党代表
dangdaihui: 党代会
dangneiwai: 党内外
dangtuanyuan: 党团员
dangweihui: 党委会
dangxiaozu: 党小组
dangzhengjun: 党政军
dangzhibu: 党支部
dangzhongyang: 党中央
dangzongzhi: 党总支
dangzuzhi: 党组织
dangandai: 档案袋
danganguan: 档案馆
danganju: 档案局
danganshi: 档案室
daocilv: 导磁率
daohuosuo: 导火索
daohuoxian: 导火线
daoanjia: 到岸价
daodagang: 到达港
daodazhan: 到达站
daoshihou: 到时候
daotoulai: 到头来
daodeguan: 道德观
debudao: 得不到
derenxin: 得人心
dezuiren: 得罪人
deheilan: 德黑兰
deyizhi: 德意志
dezhiti: 德智体
dequeliang: 的确良
dengjibiao: 登记表
dengjice: 登记册
dengbili: 等比例
denggaoxian: 等高线
dengjizhi: 等级制
dengjiage: 等价格
dengjiawu: 等价物
dengjuli: 等距离
dengshimian: 等势面
dengyuling: 等于零
dengzhixian: 等值线
dengxiaoping: 邓小平
dicengci: 低层次
dichantian: 低产田
dichengben: 低成本
digongzi: 低工资
dililv: 低利率
dinianji: 低年级
diqiya: 低气压
dishouru: 低收入
dishuiping: 低水平
ditangang: 低碳钢
dixiaohao: 低消耗
dixiaolv: 低效率
dixiaoyi: 低效益
disike: 迪斯科
dizibo: 底子薄
diyapin: 抵押品
diyaquan: 抵押权
didongyi: 地动仪
diduidi: 地对地
diduikong: 地对空
difangbing: 地方病
difangshui: 地方税
difangxi: 地方戏
difangxing: 地方性
digunqiu: 地滚球
dikuangbu: 地矿部
dikuangju: 地矿局
dilana: 地拉那
dilixue: 地理学
dimianshui: 地面水
dimianzhan: 地面站
dipingxian: 地平线
diquxing: 地区性
dixiahuo: 地下火
dixiajing: 地下茎
dixiashi: 地下室
dixiashui: 地下水
dixianji: 地县级
dixinshuo: 地心说
dixingtu: 地形图
dizhenxue: 地震学
dizhibu: 地质部
dizhiju: 地质局
dizhitu: 地质图
dizhixue: 地质学
dizhonghai: 地中海
dierbu: 第二步
dierci: 第二次
dierdai: 第二代
dierming: 第二名
dierwei: 第二位
disanbu: 第三步
disanci: 第三次
disanfang: 第三方
disanming: 第三名
disanzhe: 第三者
diyibu: 第一步
diyici: 第一次
diyiliu: 第一流
diyiming: 第一名
diyishou: 第一手
diyiwei: 第一位
diyixian: 第一线
dizaozhe: 缔造者
diandianhe: 点电荷
dianwudeng: 碘钨灯
dianbaoju: 电报局
dianbingxiang: 电冰箱
dianchangji: 电唱机
dianchizu: 电池组
dianchuanji: 电传机
diancibo: 电磁波
diancichang: 电磁场
diancitie: 电磁铁
diancixian: 电磁线
diandengpao: 电灯泡
diandongji: 电动机
dianfengshan: 电风扇
dianfuxing: 电负性
diangongxue: 电工学
diangonglv: 电功率
dianhuaxue: 电化学
dianhuaji: 电话机
dianhuaju: 电话局
dianhuawang: 电话网
dianjiecao: 电解槽
dianjiezhi: 电解质、电介质
dianliceng: 电离层
dianliju: 电力局
dianliwang: 电力网
dianlixian: 电力线
dianliubiao: 电流表
dianliuji: 电流计
dianlutu: 电路图
dianqihua: 电气化、电器化
dianqishi: 电气石
dianrefa: 电热法
dianrongqi: 电容器
dianshiji: 电视机
dianshiju: 电视剧
dianshipian: 电视片
dianshita: 电视塔
dianshitai: 电视台
dianweicha: 电位差
dianweiqi: 电位器
dianxinhao: 电信号
dianxinju: 电信局
dianxungao: 电讯稿
dianyeju: 电业局
dianyingjie: 电影界
dianyingpiao: 电影票
dianyingyuan: 电影院
dianzibiao: 电子表
dianziguan: 电子管
dianziliu: 电子流
dianziqin: 电子琴
dianzishu: 电子束
dianzixue: 电子学
dianziyun: 电子云
dianfenmei: 淀粉酶
dianjiren: 奠基人
dianjishi: 奠基石
diaoyutai: 钓鱼台
diaochazu: 调查组
diaodushi: 调度室
diaojieqi: 调节器
diaojieshui: 调节税
dielianhua: 蝶恋花
dingerxi: 丁二烯
dingzichi: 丁字尺
dingzijie: 丁字街
dingbuzhu: 顶不住
dingdezhu: 顶得住
dingguagua: 顶呱呱
dingliangzhu: 顶梁柱
dingshitu: 顶视图
dinghetong: 订合同
dingshuji: 订书机
dinghualun: 定滑轮
dingjihua: 定计划
dingxinwan: 定心丸
dongbanqiu: 东半球
dongbeibu: 东北部
dongbeifeng: 东北风
dongbeijiao: 东北角
dongchengqu: 东城区
dongdaoguo: 东道国
dongdaozhu: 东道主
dongfanghong: 东方红
dongnanbu: 东南部
dongnanfang: 东南方
dongnanya: 东南亚
dongxifang: 东西方
dongxiaomai: 冬小麦
dongyunhui: 冬运会
dongshichang: 董事长
dongshihui: 董事会
donghualun: 动滑轮
donghuapian: 动画片
donglixue: 动力学
dongliangju: 动量矩
donglunzhou: 动轮轴
dongmaigong: 动脉弓
dongmailiu: 动脉瘤
dongmaixie: 动脉血
dongnaojin: 动脑筋
dongpeihe: 动配合
dongpingheng: 动平衡
dongshoushu: 动手术
dongwuyuan: 动物园
dongyuanhui: 动员会
dongzhiwu: 动植物
dongchali: 洞察力
dongtinghu: 洞庭湖
dubixu: 都必须
dubude: 都不得
dukeyi: 都可以
douquanzi: 兜圈子
douzhengxing: 斗争性
doufupi: 豆腐皮
doufuru: 豆腐乳
douzhipin: 豆制品
duhougan: 读后感
duzhizui: 渎职罪
ducaizhe: 独裁者
duchuangxing: 独创性
dulixing: 独立性
dulianti: 独联体
dushengnv: 独生女
dutizi: 独体字
duxintie: 镀锌铁
duanduande: 短短的
duanjuli: 短距离
duanqinei: 短期内
duanxianwei: 短纤维
duanxunban: 短训班
duibidu: 对比度
duibudui: 对不对
duibuqi: 对不起
duibuzhu: 对不住
duideqi: 对得起
duidingjiao: 对顶角
duijiaoxian: 对角线
duikangxing: 对抗性
duilimian: 对立面
duiliuceng: 对流层
duobianxing: 多边形
duocengci: 多层次
duodeduo: 多得多
duofabing: 多发病
duofangmian: 多方面
duofangwei: 多方位
duogongneng: 多功能
duohuamian: 多画面
duojianyu: 多见于
duomeiti: 多媒体
duomianshou: 多面手
duominzu: 多民族
duonianlai: 多年来
duoniansheng: 多年生
duoqudao: 多渠道
duoshaonian: 多少年
duoshuren: 多数人
duowenzhong: 多文种
duoxiangshi: 多项式
duoxueke: 多学科
duoyanghua: 多样化
duoyangxing: 多样性
duoyidian: 多一点
duoyixing: 多义性
duoyonghu: 多用户
duoyuanhua: 多元化
eluosi: 俄罗斯
emeishan: 峨眉山
eliuquan: 扼流圈
elunchun: 鄂伦春
ewenke: 鄂温克
engesi: 恩格斯
ertongjie: 儿童节
erbushi: 而不是
erqieshi: 而且是
erzaiyu: 而在于
erbadao: 二把刀
erchuanshou: 二传手
ercifang: 二次方
erdengjiang: 二等奖
erduanshi: 二段式
erjiguan: 二极管
erjidu: 二季度
erjiaben: 二甲苯
erjinzhi: 二进制
ermianjiao: 二面角
erniansheng: 二年生
erqingju: 二轻局
erxiangshi: 二项式
eryanghua: 二氧化
eryuanlun: 二元论
eryuansuan: 二元酸
faanlv: 发案率
fabaoji: 发报机
fabiaoren: 发标人
fabinglv: 发病率
fadianchang: 发电厂
fadianji: 发电机
fadianliang: 发电量
fadianzhan: 发电站
fadongji: 发动机
fahuopiao: 发货票
fakanci: 发刊词
falingqiang: 发令枪
famingjia: 发明家
famingjiang: 发明奖
famingzhe: 发明者
fapiqi: 发脾气
faqiren: 发起人
fareliang: 发热量
fashaoyou: 发烧友
fasheji: 发射机、发射极
fashengqi: 发生器
faxiangdi: 发祥地
faxingliang: 发行量
fayalv: 发芽率
fayashi: 发芽势
fayanquan: 发言权
fayanren: 发言人
fayuandi: 发源地
fazhandao: 发展到
fazhanshi: 发展史
faxiachang: 罚下场
falanxi: 法兰西
falvjie: 法律界
faxisi: 法西斯
faxinshe: 法新社
fazhihua: 法制化
fanliangfan: 翻两番
fanyifan: 翻一番
fanersai: 凡尔赛
fanshilin: 凡士林
fantizi: 繁体字
fanzhili: 繁殖力
fanzhilv: 繁殖率
fanchaoliu: 反潮流
fandongpai: 反动派
fanduipai: 反对派
